ticker,group,date,close,r20,r60,r120,rs20,rs60,rs120,ema20,sma50,sma120,atr14,atr_pct,vol20_ann,dist_ema_atr,from_high120,high20_prev,breakout_trigger,pullback_low,pullback_high,stop_ref,stop_pct,adtv20,trend_aligned,rank20,w20,rank60,w60,rank120,w120,score,setup
VGK,International,2026-09-25,88.63,-0.03715746923722418,0.012317520093562795,0.07497470990427901,-0.0399654663331116,-0.0245646491845517,-0.10156433979242041,89.49174591698808,90.36708126490001,88.28655268994166,1.0066786078571417,0.01135821513998806,0.12221928409765133,-0.8560288360775173,-0.04758164070651072,92.459338061,92.56000592178572,88.98840661305951,89.99508522091665,86.99666069607143,-0.018428740877000638,189860914.1196471,False,0.36619718309859156,0.10985915492957747,0.5211267605633803,0.2084507042253521,0.5070422535211268,0.15211267605633802,47.04225352112677,Avoid / broken
XBI,Industry,2026-09-25,155.03,-0.07846400760863093,-0.009709358032577553,0.20483138261375644,-0.08127200470451834,-0.04659152731069205,0.028292332917057017,158.31624178394566,157.73239999999998,146.8497538066917,4.250607142857143,0.027417965186461606,0.271418707824727,-0.7731229147977042,-0.0874683618812172,169.27,169.69506071428572,156.1909382125171,160.44154535537422,150.37469642857144,-0.030028404640576434,1369538826.5470002,False,0.11267605633802817,0.03380281690140845,0.4225352112676056,0.16901408450704225,0.8028169014084507,0.24084507042253522,44.36619718309859,Avoid / broken
XLF,Sector,2026-09-25,54.84,-0.04917704769395281,0.004630019704452648,0.1071871983144288,-0.05198504478984023,-0.03225214957366185,-0.06935185138227062,56.05905528018879,56.864411802739994,54.239553962725005,0.7523695212857133,0.01371935669740542,0.1360150232980747,-1.6202879644905837,-0.06085951400357259,58.393819474,58.46905642612857,55.68287051954593,56.435240040831644,53.87381523935714,-0.01761824873528195,1932543065.7914186,False,0.22535211267605634,0.0676056338028169,0.49295774647887325,0.1971830985915493,0.5915492957746479,0.17746478873239435,44.225352112676056,Avoid / broken
RSP,Broad,2026-09-25,211.11,-0.04310836244624361,-0.007058464288112631,0.09697019474842916,-0.045916359542131024,-0.04394063356622713,-0.07956885494827026,213.85053247590298,216.27768088864002,209.84190860485833,1.8847391620000025,0.008927758808204265,0.09439048888877678,-1.4540645894972724,-0.05160940257550062,221.308008173,221.4964820892,212.90816289490297,214.792902056903,208.867630419,-0.010621806551087243,1347815848.568561,False,0.29577464788732394,0.08873239436619718,0.4507042253521127,0.18028169014084508,0.5633802816901409,0.16901408450704225,43.80281690140845,Avoid / broken
HYG,Bond,2026-09-25,77.86,-0.019823125880567116,-0.011595847856702424,0.0019075049072827532,-0.022631122976454532,-0.04847801713481692,-0.17463154478941667,78.59017753099457,78.87896538546,78.66694615820832,0.26687857142857546,0.003427672378995318,0.03827394265785769,-2.735991605043434,-0.02104880660472963,79.534097844,79.56078570114286,78.45673824528028,78.72361681670886,77.53656071428571,-0.004154113610509769,3330805320.745144,False,0.5774647887323944,0.1732394366197183,0.4084507042253521,0.16338028169014085,0.29577464788732394,0.08873239436619718,42.53521126760563,Avoid / broken
SLV,RealAsset,2026-09-25,58.14,-0.07376135096383629,0.08510638297872353,-0.12029051293690429,-0.07656934805972371,0.04822421370060903,-0.2968295626336037,58.78460584288188,57.462999999999994,61.43233333333333,1.7734999999999996,0.030503955968352245,0.4009217318748782,-0.36346537518008476,-0.28097947069008156,64.31,64.48735,57.89785584288188,59.67135584288188,55.38825,-0.04732972136222913,950797004.7915001,False,0.14084507042253522,0.04225352112676056,0.8309859154929577,0.3323943661971831,0.056338028169014086,0.016901408450704224,42.154929577464785,Avoid / broken
JETS,Industry,2026-09-25,28.98,-0.012606473594548584,-0.12789647908516388,0.1596638655462186,-0.015414470690436,-0.16477864836327838,-0.016875184150480838,28.72420347873094,29.9412,29.086583333333337,0.7289357142857144,0.0251530612244898,0.24287135737928392,0.3509178055841555,-0.1491485613623018,29.78,29.852893571428574,28.359735621588083,29.088671335873794,27.060532142857145,-0.0662342255742876,126166517.8375,False,0.6197183098591549,0.18591549295774645,0.04225352112676056,0.016901408450704227,0.704225352112676,0.21126760563380279,41.408450704225345,Avoid / broken
XLP,Sector,2026-09-25,82.06,-0.029157385924292845,-0.008411889488073143,0.00620132537214757,-0.03196538302018026,-0.04529405876618764,-0.17033772432455185,83.08920955128737,84.20779524885998,83.33942817805833,0.8788486331428557,0.01070982979701262,0.10515089106417773,-1.1710885270502198,-0.06961827431509948,85.597462566,85.68534742931429,82.64978523471594,83.5286338678588,80.89057568342857,-0.014250844705964383,833877976.5201266,False,0.4788732394366197,0.1436619718309859,0.43661971830985913,0.17464788732394365,0.30985915492957744,0.09295774647887323,41.12676056338028,Avoid / broken
GLD,RealAsset,2026-09-25,393.41,-0.06907240889730237,0.06154883971937397,-0.08006547410265397,-0.07188040599318979,0.024666670441259475,-0.2566045237993534,398.4923597614608,395.43100000000004,402.30033333333336,6.712842857142854,0.017063223754207706,0.23076671198945536,-0.7571098965996006,-0.12322264319144183,424.79,425.4612842857143,395.1359383328894,401.84878119003224,385.03357857142856,-0.021291836579068857,4086171462.4040003,False,0.16901408450704225,0.05070422535211267,0.7605633802816901,0.3042253521126761,0.07042253521126761,0.02112676056338028,40.605633802816904,Avoid / broken
KRE,Industry,2026-09-25,71.55,-0.03217256766048637,-0.055421769564039325,0.08611233545673058,-0.03498056475637379,-0.09230393884215382,-0.09042671423996884,72.67572408970402,74.5342178453,72.05429398897499,1.230552195928573,0.017198493304382573,0.15739718620410306,-0.9148121415967667,-0.08158303006460932,75.071948673,75.19500389259285,72.06044799173974,73.2910001876683,69.47472390203572,-0.029004557623539817,1001740971.8427598,False,0.43661971830985913,0.13098591549295774,0.19718309859154928,0.07887323943661972,0.5352112676056338,0.16056338028169012,37.04225352112675,Avoid / broken
